read
ID,source,tweetId,label,instance,start,end,tweetText,notes
965,lightTag,'498869280251715584',type of impact,killed,88,94,News Update: Floods kill 45 in eastern India: NEW DELHI - Flooding in eastern India has killed 45... http://t.co/AnNUzuWqFK /BangkokPost,
966,lightTag,'501342365106204673',location modifier,in,45,47,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4",
967,lightTag,'501342365106204673',place name,Nepal and India,48,63,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4",
968,lightTag,'501342365106204673',severity or quantity,"More than 11,000",65,81,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4",
969,lightTag,'501342365106204673',type of impact,damaged,98,105,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4",
970,lightTag,'501342365106204673',item affected,homes,82,87,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4",
971,lightTag,'501342365106204673',severity or quantity,Scores,19,25,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4",
972,lightTag,'501342365106204673',type of impact,Killed,26,32,"IG ; JeremyHumilde Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged and ... http://t.co/kZakoyCVU4",
973,lightTag,'501104808753762304',severity or quantity,109,26,29,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria",
974,lightTag,'501104808753762304',place name,"Nepal, Northern India",33,54,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria",
975,lightTag,'501104808753762304',location modifier,In,30,32,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria",
976,lightTag,'501104808753762304',type of impact,Kill,21,25,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria",
977,lightTag,'501104808753762304',type of impact,death toll,60,70,"Landslides, Flooding Kill 109 In Nepal, Northern India: The death toll from landslides and flooding t... http://t.co/NeUzbtiBiv #Nigeria",
978,lightTag,'501324359966154752',item affected,homes,41,46,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB",
979,lightTag,'501324359966154752',location modifier,in,47,49,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB",
980,lightTag,'501324359966154752',place name,"Nepal, India",50,62,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB",
981,lightTag,'501324359966154752',type of impact,dead,16,20,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB",
982,lightTag,'501324359966154752',severity or quantity,180,12,15,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB",
983,lightTag,'501324359966154752',type of impact,wash away,31,40,"News Update 180 dead as floods wash away homes in Nepal, India http://t.co/0T7FAHZaRB",
984,lightTag,'498509315318116352',type of impact,Flood Toll,30,40,"RT @NewIndianXpress: #Odisha #Flood Toll Mounts to 45, Water Level Goes Down - http://t.co/KDqUL1Offi",
985,lightTag,'498509315318116352',place name,Odisha,22,28,"RT @NewIndianXpress: #Odisha #Flood Toll Mounts to 45, Water Level Goes Down - http://t.co/KDqUL1Offi",
986,lightTag,'498509315318116352',severity or quantity,Mounts to 45,41,53,"RT @NewIndianXpress: #Odisha #Flood Toll Mounts to 45, Water Level Goes Down - http://t.co/KDqUL1Offi",
987,lightTag,'501335004861841408',place name,Nepal and India,0,15,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters c... http://t.co/Wve4E7Asfa #UFO4UBlogWorld,
988,lightTag,'501335004861841408',item affected,lives,74,79,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters c... http://t.co/Wve4E7Asfa #UFO4UBlogWorld,
989,lightTag,'501335004861841408',severity or quantity,at least 180,61,73,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters c... http://t.co/Wve4E7Asfa #UFO4UBlogWorld,
990,lightTag,'501335004861841408',type of impact,claim,55,60,Nepal and India begin relief efforts as monsoon floods claim at least 180 lives: Helicopters c... http://t.co/Wve4E7Asfa #UFO4UBlogWorld,
991,lightTag,'501305137042706432',location modifier,in,42,44,"RT @bsindia: Floods ravage 1,500 villages in UP and Bihar. The death toll is pegged at 28 http://t.co/hnFl38trVv",
992,lightTag,'501305137042706432',type of impact,death toll,63,73,"RT @bsindia: Floods ravage 1,500 villages in UP and Bihar. The death toll is pegged at 28 http://t.co/hnFl38trVv",
993,lightTag,'501305137042706432',place name,UP and Bihar,45,57,"RT @bsindia: Floods ravage 1,500 villages in UP and Bihar. The death toll is pegged at 28 http://t.co/hnFl38trVv",
994,lightTag,'501305137042706432',severity or quantity,28,87,89,"RT @bsindia: Floods ravage 1,500 villages in UP and Bihar. The death toll is pegged at 28 http://t.co/hnFl38trVv",
995,lightTag,'501305137042706432',type of impact,ravage,20,26,"RT @bsindia: Floods ravage 1,500 villages in UP and Bihar. The death toll is pegged at 28 http://t.co/hnFl38trVv",
996,lightTag,'501305137042706432',severity or quantity,"1,500",27,32,"RT @bsindia: Floods ravage 1,500 villages in UP and Bihar. The death toll is pegged at 28 http://t.co/hnFl38trVv",
997,lightTag,'501305137042706432',item affected,villages,33,41,"RT @bsindia: Floods ravage 1,500 villages in UP and Bihar. The death toll is pegged at 28 http://t.co/hnFl38trVv",
998,lightTag,'501329610706276352',type of impact,Killed,23,29,#followbackteam Scores Killed in Flooding in Nepal and India http://t.co/W4M68q240B,
999,lightTag,'501329610706276352',location modifier,in,42,44,#followbackteam Scores Killed in Flooding in Nepal and India http://t.co/W4M68q240B,
1000,lightTag,'501329610706276352',place name,Nepal and India,45,60,#followbackteam Scores Killed in Flooding in Nepal and India http://t.co/W4M68q240B,
