read
ID,source,tweetId,label,instance,start,end,tweetText,notes
321,lightTag,'451502559140671488',location modifier,northern,93,101,"Are quakes in Chile, California related? - The powerful 8.2-magnitude earthquake that struck northern Chile on... http://t.co/eZRcEg2WBO",
322,lightTag,'383476065550606336',location modifier,in,29,31,RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.,
323,lightTag,'383476065550606336',place name,Balochistan,33,44,RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.,
324,lightTag,'383476065550606336',place name,Delhi,63,68,RT @SirZaidHamid: Earthquake in #Balochistan. Tremors felt in #Delhi. Clear proof of Indian involvement in Balochistan.,
325,lightTag,'384943272319152128',place name,California,56,66,"USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake",
326,lightTag,'384943272319152128',location modifier,1km W of,30,38,"USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake",
327,lightTag,'384943272319152128',place name,Borrego Springs,39,54,"USGS reports a M1 #earthquake 1km W of Borrego Springs, California on 10/1/13 @ 7:26:43 UTC http://t.co/5x1aKV3WMp #quake",
328,lightTag,'591940312857071616',place name,Kathmandu,41,50,CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC,
329,lightTag,'591940312857071616',place name,Nepal,30,35,CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC,
330,lightTag,'591940312857071616',location modifier,near,36,40,CNN: 7.8-magnitude quake hits Nepal near Kathmandu http://t.co/s7RrqrYAaC,
331,lightTag,'451332859744108544',place name,Chile,51,56,RT @MiDiarioPanama: Cinco muertos por terremoto en Chile || http://t.co/bo4j1pQqvY,
332,lightTag,'503808262920474624',type of impact,injured,38,45,RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3,
333,lightTag,'503808262920474624',item affected,people,20,26,RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3,
334,lightTag,'503808262920474624',severity or quantity,Six,16,19,RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3,
335,lightTag,'503808262920474624',severity or quantity,critically,27,37,RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3,
336,lightTag,'503808262920474624',place name,California,49,59,RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3,
337,lightTag,'503808262920474624',location modifier,in,46,48,RT @HuffPostBC: Six people critically injured in California earthquake http://t.co/9x7wGGpcq3,
338,lightTag,'383588316446081024',item affected,local commander,15,30,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,
339,lightTag,'383588316446081024',type of impact,clash,41,46,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,
340,lightTag,'383588316446081024',type of impact,killed,31,37,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,
341,lightTag,'383588316446081024',place name,Karachi,1,8,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,
342,lightTag,'383588316446081024',place name,Pakistan,72,80,#Karachi: #TTP local commander killed in clash http://t.co/PZlkhLxxLl  #Pakistan svia @sharethis,
343,lightTag,'503966822606319617',item affected,sleep,102,107,RT @EthanBearman: Fascinating #tech look at #data of #earthquake - How did the Napa earthquake affect sleep? https://t.co/uTH3p7Xc2p #napaq�??,
344,lightTag,'503966822606319617',place name,Napa,79,83,RT @EthanBearman: Fascinating #tech look at #data of #earthquake - How did the Napa earthquake affect sleep? https://t.co/uTH3p7Xc2p #napaq�??,
345,lightTag,'503857262754938881',severity or quantity,$1B,66,69,(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�),
346,lightTag,'503857262754938881',type of impact,Damage,47,53,(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�),
347,lightTag,'503857262754938881',place name,Northern California,71,90,(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�),
348,lightTag,'503857262754938881',place name,California,25,35,(�?�EudryLantiqua�?�) N. California Earthquake Damage Could Reach $1B: Northern California i... http://t.co/cbEO7X2M57 (�?�EudryLantiqua�?�),
349,lightTag,'503747412150607872',place name,Washingto,131,140,RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??,
350,lightTag,'503747412150607872',location modifier,Northern,63,71,RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??,
351,lightTag,'503747412150607872',place name,California,72,82,RT @nicoleewayne: ?? USA http://t.co/CXqhFD6ymf 781 earthquake Northern California rocked by magnitude 6.0 earthquake nicoleewayne Washingto�??,
352,lightTag,'503986690617122817',place name,California,40,50,Magnitude 6.0 earthquake hits northern California centered just nort...  http://t.co/vuWhW4HUCk,
353,lightTag,'503986690617122817',location modifier,northern,31,39,Magnitude 6.0 earthquake hits northern California centered just nort...  http://t.co/vuWhW4HUCk,
354,lightTag,'592316315366359040',place name,Nepal,55,60,"@NMenonRao @ndtv is there prediction for aftershock in Nepal. My relative is in Birgunj, border of Bihar.",
355,lightTag,'592316315366359040',location modifier,in,52,54,"@NMenonRao @ndtv is there prediction for aftershock in Nepal. My relative is in Birgunj, border of Bihar.",
356,lightTag,'592316315366359040',place name,relative,65,73,"@NMenonRao @ndtv is there prediction for aftershock in Nepal. My relative is in Birgunj, border of Bihar.",
357,lightTag,'592316315366359040',place name,"Birgunj, border of Bihar",80,104,"@NMenonRao @ndtv is there prediction for aftershock in Nepal. My relative is in Birgunj, border of Bihar.",
358,lightTag,'451340629457780736',type of impact,dead,7,11,Only 5 dead in Chile earthquake. Too bad.,
359,lightTag,'451340629457780736',severity or quantity,5,5,6,Only 5 dead in Chile earthquake. Too bad.,
360,lightTag,'451340629457780736',place name,Chile,15,20,Only 5 dead in Chile earthquake. Too bad.,
361,lightTag,'451340629457780736',location modifier,in,12,14,Only 5 dead in Chile earthquake. Too bad.,
362,lightTag,'503972912291151872',place name,Napa,25,29,Some key figures on how #Napa # Earthquake stacks up against other major #California tremblors:  http://t.co/QnV3NhDr8J,
363,lightTag,'503972912291151872',place name,California,74,84,Some key figures on how #Napa # Earthquake stacks up against other major #California tremblors:  http://t.co/QnV3NhDr8J,
364,lightTag,'451559457403592705',location modifier,northern,40,48,7.8 magnitude earthquake has struck off northern Chile. It follows yesterday's 8.2 quake. Man - @MotherNature is pissed!,
365,lightTag,'451559457403592705',place name,Chile,49,54,7.8 magnitude earthquake has struck off northern Chile. It follows yesterday's 8.2 quake. Man - @MotherNature is pissed!,
366,lightTag,'451559457403592705',location modifier,off,36,39,7.8 magnitude earthquake has struck off northern Chile. It follows yesterday's 8.2 quake. Man - @MotherNature is pissed!,
367,lightTag,'383155585329266688',type of impact,Death,83,88,RT @mmatalpur: #UNO help refused by #Pakistan. They always #Refuse. They care not. Death toll rises to 350 in quake-hit Balochistan http://�??,
368,lightTag,'383155585329266688',location modifier,in,107,109,RT @mmatalpur: #UNO help refused by #Pakistan. They always #Refuse. They care not. Death toll rises to 350 in quake-hit Balochistan http://�??,
369,lightTag,'383155585329266688',severity or quantity,rises to 350,94,106,RT @mmatalpur: #UNO help refused by #Pakistan. They always #Refuse. They care not. Death toll rises to 350 in quake-hit Balochistan http://�??,
370,lightTag,'383155585329266688',place name,Balochistan,120,131,RT @mmatalpur: #UNO help refused by #Pakistan. They always #Refuse. They care not. Death toll rises to 350 in quake-hit Balochistan http://�??,
371,lightTag,'383155585329266688',place name,Pakistan,37,45,RT @mmatalpur: #UNO help refused by #Pakistan. They always #Refuse. They care not. Death toll rises to 350 in quake-hit Balochistan http://�??,
372,lightTag,'383941549236957184',location modifier,in,51,53,RT @AlArabiya_Eng: #BreakingNews: At least 12 dead in powerful new #Pakistan earthquake: officials,
373,lightTag,'383941549236957184',place name,Pakistan,68,76,RT @AlArabiya_Eng: #BreakingNews: At least 12 dead in powerful new #Pakistan earthquake: officials,
374,lightTag,'383941549236957184',type of impact,dead,46,50,RT @AlArabiya_Eng: #BreakingNews: At least 12 dead in powerful new #Pakistan earthquake: officials,
375,lightTag,'383941549236957184',severity or quantity,At least 12,34,45,RT @AlArabiya_Eng: #BreakingNews: At least 12 dead in powerful new #Pakistan earthquake: officials,
376,lightTag,'504350075116867584',type of impact,damage,8,14,"Despite damage from the earthquake, tourists continue to visit Napa Valley. http://t.co/OmJREUPi1t http://t.co/dBoH5ywUor",
377,lightTag,'504350075116867584',place name,Napa,63,67,"Despite damage from the earthquake, tourists continue to visit Napa Valley. http://t.co/OmJREUPi1t http://t.co/dBoH5ywUor",
378,lightTag,'592340605130289152',place name,Nepal,45,50,RT @Jal_Kukdi: Few months ago Modi said that Nepal is like India's extended family and today his actions are speaking louder than his words�??,
379,lightTag,'451257771053563904',severity or quantity,five,59,63,"Magnitude-8.2 earthquake off northern coast of Chile kills five, prompts evacuations http://t.co/gK8tgGU7hd",
380,lightTag,'451257771053563904',type of impact,kills,53,58,"Magnitude-8.2 earthquake off northern coast of Chile kills five, prompts evacuations http://t.co/gK8tgGU7hd",
381,lightTag,'451257771053563904',location modifier,off northern coast of,25,46,"Magnitude-8.2 earthquake off northern coast of Chile kills five, prompts evacuations http://t.co/gK8tgGU7hd",
382,lightTag,'451257771053563904',place name,Chile,47,52,"Magnitude-8.2 earthquake off northern coast of Chile kills five, prompts evacuations http://t.co/gK8tgGU7hd",
383,lightTag,'451566145523290112',place name,Chile,99,104,"RT @hummeryk: Chile Rocked Again by Powerful Earthquake: A powerful earthquake struck off northern Chile late Wednesday, the... http://t.co�??",
384,lightTag,'451566145523290112',location modifier,northern,90,98,"RT @hummeryk: Chile Rocked Again by Powerful Earthquake: A powerful earthquake struck off northern Chile late Wednesday, the... http://t.co�??",
385,lightTag,'451566145523290112',location modifier,off,86,89,"RT @hummeryk: Chile Rocked Again by Powerful Earthquake: A powerful earthquake struck off northern Chile late Wednesday, the... http://t.co�??",
386,lightTag,'383215415931195392',place name,Balochistan,86,97,RT @Baloch_istan: Interior Minister Chaudhry Nisar to visit #earthquake hit areas of #Balochistan tomorrow. (RT @khalidkhan787),
387,lightTag,'383215415931195392',location modifier,of,82,84,RT @Baloch_istan: Interior Minister Chaudhry Nisar to visit #earthquake hit areas of #Balochistan tomorrow. (RT @khalidkhan787),
388,lightTag,'504097549972959232',place name,Napa,26,30,RT @pscarver: How did the Napa earthquake affect sleep? Here's a graph pulled from Jawbone UP wearers https://t.co/fESExC5SsI #wearables,
389,lightTag,'504097549972959232',item affected,sleep,49,54,RT @pscarver: How did the Napa earthquake affect sleep? Here's a graph pulled from Jawbone UP wearers https://t.co/fESExC5SsI #wearables,
390,lightTag,'593360130797805568',place name,Nepal,19,24,RT @NepalPoliceHQ: Nepal Police Hotline Numbers at Headquarters: http://t.co/UY3lYOIFeB,
391,lightTag,'384237409296064513',location modifier,28 mi from,27,37,"3.6 magnitude #earthquake. 28 mi from Alpine, CA, United States.http://t.co/ENsI4Qd1hu",
392,lightTag,'384237409296064513',place name,"Alpine, CA, United States",38,63,"3.6 magnitude #earthquake. 28 mi from Alpine, CA, United States.http://t.co/ENsI4Qd1hu",
393,lightTag,'503687846578778112',type of impact,damage,36,42,"South Napa Quake causes substantial damage, injuries http://t.co/erpDlUD9wg",
394,lightTag,'503687846578778112',location modifier,South,0,5,"South Napa Quake causes substantial damage, injuries http://t.co/erpDlUD9wg",
395,lightTag,'503687846578778112',type of impact,injuries,44,52,"South Napa Quake causes substantial damage, injuries http://t.co/erpDlUD9wg",
396,lightTag,'503687846578778112',place name,Napa,6,10,"South Napa Quake causes substantial damage, injuries http://t.co/erpDlUD9wg",
397,lightTag,'503687846578778112',severity or quantity,substantial,24,35,"South Napa Quake causes substantial damage, injuries http://t.co/erpDlUD9wg",
398,lightTag,'503677061647450114',place name,California,73,83,"Questions and answers about cause, aftershocks of magnitude-6.0 Northern California?�quake http://t.co/z8KdcBFhKd",
399,lightTag,'503677061647450114',location modifier,Northern,64,72,"Questions and answers about cause, aftershocks of magnitude-6.0 Northern California?�quake http://t.co/z8KdcBFhKd",
400,lightTag,'592901724802785282',place name,Nepal,28,33,RT @himabista: Absolutely! #NepalEarthquake is proving this theory correct every second as we speak!  https://t.co/L06DnWgh9h,
